"";"Nome";"Nome_mae";"DT_NASC";"Banco_nome";"Teste_X";"Teste_Y"
"7503";"Rosa Wiest";"Karina";2000-01-28;"Banco_1";"X";"Y"
"7504";"Nicole Martinez";"Alicia";2000-01-22;"Banco_1";"X";"Y"
"7505";"Jessica Cordova";"Aimee";2000-01-01;"Banco_1";"X";"Y"
"7506";"Elida Centola";"Niomi";2000-01-09;"Banco_1";"X";"Y"
"7507";"Daisy Estrada";"Dalia";2000-01-30;"Banco_1";"X";"Y"
"7508";"Ruben Armendariz";"Sarai";2000-01-02;"Banco_1";"X";"Y"
"7509";"Gabrielle Vargas";"Savanah";2000-01-16;"Banco_1";"X";"Y"
"7510";"Brenda Sheeder";"Alexandra";2000-01-20;"Banco_1";"X";"Y"
"7511";"River Esparza Chairez";"Stephanie";2000-01-27;"Banco_1";"X";"Y"
"7512";"Angelica Rosales";"Judit";2000-01-17;"Banco_1";"X";"Y"
"7513";"Crista Gonzales";"Cecilia";2000-01-28;"Banco_1";"X";"Y"
"7514";"Max Macias";"Rosa";2000-01-22;"Banco_1";"X";"Y"
"7515";"Jeremiah Orgler";"Mellissa";2000-01-01;"Banco_1";"X";"Y"
"7516";"Carisa Bayona";"Sabrina";2000-01-09;"Banco_1";"X";"Y"
"7517";"Myra Gomez";"Maria";2000-01-30;"Banco_1";"X";"Y"
"7518";"Jacob Smith";"Itzel";2000-01-02;"Banco_1";"X";"Y"
"7519";"Darla Allen";"Maria";2000-01-16;"Banco_1";"X";"Y"
"7520";"Jayvier Chavez";"Josseline";2000-01-20;"Banco_1";"X";"Y"
"7521";"Carina Castro";"Monika";2000-01-27;"Banco_1";"X";"Y"
"7522";"Alejandra Picazzo Banuelos";"Angelica";2000-01-17;"Banco_1";"X";"Y"
"7523";"Irin Ramirez Salomon";"Destiney";2000-01-28;"Banco_1";"X";"Y"
"7524";"Mario Padilla";"Latisha";2000-01-22;"Banco_1";"X";"Y"
"7525";"Stephanie Deherrera";"Melisa";2000-01-01;"Banco_1";"X";"Y"
"7526";"Marco Barraza";"Rebekah";2000-01-09;"Banco_1";"X";"Y"
"7527";"Victor Vialpando";"Justine";2000-01-30;"Banco_1";"X";"Y"
"7528";"Kelsey Manchego";"Jacqueline";2000-01-02;"Banco_1";"X";"Y"
"7529";"Anthony Turner";"Ajsha";2000-01-16;"Banco_1";"X";"Y"
"7530";"Lucero Torres";"Laura";2000-01-20;"Banco_1";"X";"Y"
"7531";"Stuart Hernandez Franco";"Ashley";2000-01-27;"Banco_1";"X";"Y"
"7532";"Christian Cardenas";"Diana";2000-01-17;"Banco_1";"X";"Y"
"7533";"Jose Garcia";"Domonique";2000-01-28;"Banco_1";"X";"Y"
"7534";"Rashad Gonzalez";"Cinthya";2000-01-22;"Banco_1";"X";"Y"
"7535";"Alyssa Benavides Garcia";"Melissa";2000-01-01;"Banco_1";"X";"Y"
"7536";"Guadalupe Castellon Roacho";"Sucet";2000-01-09;"Banco_1";"X";"Y"
"7537";"Mireya Hinojosa Rosales";"Brenda";2000-01-30;"Banco_1";"X";"Y"
"7538";"Eduardo Gutierrez";"Fabiola";2000-01-02;"Banco_1";"X";"Y"
"7539";"Nathaly Lujan";"Justin";2000-01-16;"Banco_1";"X";"Y"
"7540";"Francisco Munoz";"Daisy";2000-01-20;"Banco_1";"X";"Y"
"7541";"Eric Miller";"Valerie";2000-01-27;"Banco_1";"X";"Y"
"7542";"Taylor Maldonado";"Nicole";2000-01-17;"Banco_1";"X";"Y"
"7543";"Victor Diaz";"Maria";2000-01-28;"Banco_1";"X";"Y"
"7544";"Rebecca Griego";"Catrina";2000-01-22;"Banco_1";"X";"Y"
"7545";"Keisha Calderon Sanabria";"Esperanza";2000-01-01;"Banco_1";"X";"Y"
"7546";"Francisco Pena Campos";"Krystal Nicole";2000-01-09;"Banco_1";"X";"Y"
"7547";"Flor Noyola";"Daisy";2000-01-30;"Banco_1";"X";"Y"
"7548";"Javier Ortega";"Samantha";2000-01-02;"Banco_1";"X";"Y"
"7549";"Hector Villasenor";"Amethyst";2000-01-16;"Banco_1";"X";"Y"
"7550";"Daniel Marquez Vazquez";"Susana";2000-01-20;"Banco_1";"X";"Y"
"7551";"Vanessa Leon";"Yvette";2000-01-27;"Banco_1";"X";"Y"
"7552";"Amber Pavon Soriano";"Martina";2000-01-17;"Banco_1";"X";"Y"
"7553";"Jorge Garcia Felix";"Lucero";2000-01-28;"Banco_1";"X";"Y"
"7554";"Joseph Vasquez";"Aylena";2000-01-22;"Banco_1";"X";"Y"
"7555";"Jordon Perez";"Itzel";2000-01-01;"Banco_1";"X";"Y"
"7556";"Melissa Carranza";"Yenesis";2000-01-09;"Banco_1";"X";"Y"
"7557";"Azucena Martinez";"Teeaisha";2000-01-30;"Banco_1";"X";"Y"
"7558";"Joel Ruiz";"Nayency";2000-01-02;"Banco_1";"X";"Y"
"7559";"Jonathan Vera";"Ellissa";2000-01-16;"Banco_1";"X";"Y"
"7560";"Sylvia Garcia";"Regina";2000-01-20;"Banco_1";"X";"Y"
"7561";"Lizeth Vigil";"Ashley";2000-01-27;"Banco_1";"X";"Y"
"7562";"Anaid Mendoza";"Brialle";2000-01-17;"Banco_1";"X";"Y"
"7563";"Karina Mora";"Mariah";2000-01-28;"Banco_1";"X";"Y"
"7564";"Nicholas Pimentel";"Anahi";2000-01-22;"Banco_1";"X";"Y"
"7565";"Isaiah Boynton";"Rebecca";2000-01-01;"Banco_1";"X";"Y"
"7566";"Alaric Rendon Martinez";"Hannah";2000-01-09;"Banco_1";"X";"Y"
"7567";"Stacey Reyes";"Maria";2000-01-30;"Banco_1";"X";"Y"
"7568";"Wendi Martinez";"Samantha";2000-01-02;"Banco_1";"X";"Y"
"7569";"Jonathan Garza";"Desiree";2000-01-16;"Banco_1";"X";"Y"
"7570";"Enrique Gravage";"Idaly";2000-01-20;"Banco_1";"X";"Y"
"7571";"Briana Zumaya";"Heather";2000-01-27;"Banco_1";"X";"Y"
"7572";"Isaac Martinez";"Diana";2000-01-17;"Banco_1";"X";"Y"
"7573";"Angela Zapien";"Candis";2000-01-28;"Banco_1";"X";"Y"
"7574";"Alexandra Middlemiss";"Miranda";2000-01-22;"Banco_1";"X";"Y"
"7575";"Brandon Nava";"Juana";2000-01-01;"Banco_1";"X";"Y"
"7576";"Guadalupe Delgado";"Juana";2000-01-09;"Banco_1";"X";"Y"
"7577";"Tony Salgado";"Dorrinda";2000-01-30;"Banco_1";"X";"Y"
"7578";"Thomas Fresquez";"Jazmin";2000-01-02;"Banco_1";"X";"Y"
"7579";"Wyatt Martinez Torres";"Alyssa";2000-01-16;"Banco_1";"X";"Y"
"7580";"Danielle Ibarra Ibarra";"Gabriela";2000-01-20;"Banco_1";"X";"Y"
"7581";"Nicolas Dominguez";"Maya";2000-01-27;"Banco_1";"X";"Y"
"7582";"Robert Vasquez Lamorie";"Emma";2000-01-17;"Banco_1";"X";"Y"
"7583";"Abraham Harding";"Lorena";2000-01-28;"Banco_1";"X";"Y"
"7584";"Hermilo Magallanes";"Maria";2000-01-22;"Banco_1";"X";"Y"
"7585";"Maggierose Lara Bowen";"Stormy";2000-01-01;"Banco_1";"X";"Y"
"7586";"Leonard Robles";"Lorena";2000-01-09;"Banco_1";"X";"Y"
"7587";"Lorenzo Almaras";"Melissa";2000-01-30;"Banco_1";"X";"Y"
"7588";"Miguel Gonzalez";"Shauntel";2000-01-02;"Banco_1";"X";"Y"
"7589";"Sjaandra Tyler II";"Yadira";2000-01-16;"Banco_1";"X";"Y"
"7590";"Travis Miranda";"Julia";2000-01-20;"Banco_1";"X";"Y"
"7591";"Angelica Ramirez";"Marisela";2000-01-27;"Banco_1";"X";"Y"
"7592";"Christian Perez";"Aaliyah";2000-01-17;"Banco_1";"X";"Y"
"7593";"Adam Ortiz";"Carla";2000-01-28;"Banco_1";"X";"Y"
"7594";"Isaac Sedillo";"Megan";2000-01-22;"Banco_1";"X";"Y"
"7595";"Briseida Palomino";"Alysha";2000-01-01;"Banco_1";"X";"Y"
"7596";"Anisa Jara";"Kenia";2000-01-09;"Banco_1";"X";"Y"
"7597";"Angel Raasakka";"Samantha";2000-01-30;"Banco_1";"X";"Y"
"7598";"Jessica Jaramillo";"Sujey";2000-01-02;"Banco_1";"X";"Y"
"7599";"Elizabeth Martinez";"Brianna";2000-01-16;"Banco_1";"X";"Y"
"7600";"Jennifer Mateo";"Obsession";2000-01-20;"Banco_1";"X";"Y"
"7601";"Amelia Torres Pacheco";"Marivi";2000-01-27;"Banco_1";"X";"Y"
"7602";"Maritza Juarez";"Elvia";2000-01-17;"Banco_1";"X";"Y"
"7603";"Jaziela Melendez";"Keri";2000-01-28;"Banco_1";"X";"Y"
"7604";"Blanca Fitzgerald";"Marissa";2000-01-22;"Banco_1";"X";"Y"
"7605";"Meranda Pintor";"Edglett";2000-01-01;"Banco_1";"X";"Y"
"7606";"Acacia Gallegos";"Gabriella";2000-01-09;"Banco_1";"X";"Y"
"7607";"Cristina Solis";"Deanna";2000-01-30;"Banco_1";"X";"Y"
"7608";"Stephen Molina Heredia";"Chris";2000-01-02;"Banco_1";"X";"Y"
"7609";"Felipe Dimino Santistevan";"Devanney";2000-01-16;"Banco_1";"X";"Y"
"7610";"Guadalupe Gutierrez";"Yeimy";2000-01-20;"Banco_1";"X";"Y"
"7611";"Kataryna Morales";"Diana";2000-01-27;"Banco_1";"X";"Y"
"7612";"Courtney Rodriguez";"Cynthia";2000-01-17;"Banco_1";"X";"Y"
"7613";"Victor Vargas";"America";2000-01-28;"Banco_1";"X";"Y"
"7614";"Adan Melendez Gonzales";"Janet";2000-01-22;"Banco_1";"X";"Y"
"7615";"Joseph Vasquez";"Yaritza";2000-01-01;"Banco_1";"X";"Y"
"7616";"Victor Rangel Garcia";"Mayra";2000-01-09;"Banco_1";"X";"Y"
"7617";"Amber Quintero";"Alexandra";2000-01-30;"Banco_1";"X";"Y"
"7618";"Gerardo Marry";"Yessica";2000-01-02;"Banco_1";"X";"Y"
"7619";"Danielle Kechter";"Paola";2000-01-16;"Banco_1";"X";"Y"
"7620";"Bryan Resendiz";"Jenise";2000-01-20;"Banco_1";"X";"Y"
"7621";"Jesus Renteria Sanchez";"Denise";2000-01-27;"Banco_1";"X";"Y"
"7622";"Lindsey Padilla";"Clarissa";2000-01-17;"Banco_1";"X";"Y"
"7623";"Antonio Maestas";"Jamie";2000-01-28;"Banco_1";"X";"Y"
"7624";"Felecia Nevarez Alcantar";"Ariana";2000-01-22;"Banco_1";"X";"Y"
"7625";"Alejandro Stephens";"Audry";2000-01-01;"Banco_1";"X";"Y"
"7626";"Alfredo Gamez Rascon";"Emely";2000-01-09;"Banco_1";"X";"Y"
"7627";"Harrison Navarette";"Jalisa";2000-01-30;"Banco_1";"X";"Y"
"7628";"Rebekah Godinez";"Ashley";2000-01-02;"Banco_1";"X";"Y"
"7629";"Cameron Guevara";"Kierra";2000-01-16;"Banco_1";"X";"Y"
"7630";"Andrew Valdez";"Indiana";2000-01-20;"Banco_1";"X";"Y"
"7631";"Lizbeth Martinez";"Cynthia";2000-01-27;"Banco_1";"X";"Y"
"7632";"Laura Grossetete Alfaro";"Karen";2000-01-17;"Banco_1";"X";"Y"
"7633";"Norma Aranda";"Shelby";2000-01-28;"Banco_1";"X";"Y"
"7634";"Leticia Rios";"Crystal";2000-01-22;"Banco_1";"X";"Y"
"7635";"Isaac Saiz";"Maria";2000-01-01;"Banco_1";"X";"Y"
"7636";"Alejandra Atencio";"Thalia";2000-01-09;"Banco_1";"X";"Y"
"7637";"Destry Flores";"Stephanie";2000-01-30;"Banco_1";"X";"Y"
"7638";"Kimberly Sorrentino";"Gina";2000-01-02;"Banco_1";"X";"Y"
"7639";"Jennifer Salcido Ibarra";"Samantha";2000-01-16;"Banco_1";"X";"Y"
"7640";"Brenda Ramos";"Cheyenne";2000-01-20;"Banco_1";"X";"Y"
"7641";"Cheyenne Luna";"Vanessa";2000-01-27;"Banco_1";"X";"Y"
"7642";"Alejandro Solis";"Silvia";2000-01-17;"Banco_1";"X";"Y"
"7643";"Brendin Madera";"Natasha";2000-01-28;"Banco_1";"X";"Y"
"7644";"Gregory Dominguez";"Sylvia";2000-01-22;"Banco_1";"X";"Y"
"7645";"Octavio Valdez";"Ozleon";2000-01-01;"Banco_1";"X";"Y"
"7646";"Jordan Mira Sanabria";"Rachael";2000-01-09;"Banco_1";"X";"Y"
"7647";"Nathan Trujillo";"Jessica";2000-01-30;"Banco_1";"X";"Y"
"7648";"Marco Cardenas";"Nicole";2000-01-02;"Banco_1";"X";"Y"
"7649";"Elaine Solis Mendez";"Logan";2000-01-16;"Banco_1";"X";"Y"
"7650";"Erick Barron";"Genesis";2000-01-20;"Banco_1";"X";"Y"
"7651";"Elissa Ortega";"Raquel";2000-01-27;"Banco_1";"X";"Y"
"7652";"Diana Lontine";"Justina";2000-01-17;"Banco_1";"X";"Y"
"7653";"Nathen Goodrich";"Elizabeth";2000-01-28;"Banco_1";"X";"Y"
"7654";"Ismael Perez";"Monica";2000-01-22;"Banco_1";"X";"Y"
"7655";"Vidal Benavidez";"Michelle";2000-01-01;"Banco_1";"X";"Y"
"7656";"Martin Galvan";"Esperanza";2000-01-09;"Banco_1";"X";"Y"
"7657";"Kayla Quintana";"Anay";2000-01-30;"Banco_1";"X";"Y"
"7658";"Joab Ramirez";"Damaris";2000-01-02;"Banco_1";"X";"Y"
"7659";"Jacob Martinez";"Lorraine";2000-01-16;"Banco_1";"X";"Y"
"7660";"Gabrielle Sisneros";"Christina";2000-01-20;"Banco_1";"X";"Y"
"7661";"Eduardo Montoya Garcia";"Gabriela";2000-01-27;"Banco_1";"X";"Y"
"7662";"Mario Rodriquez";"Briana";2000-01-17;"Banco_1";"X";"Y"
"7663";"Ian Acosta";"Destiny";2000-01-28;"Banco_1";"X";"Y"
"7664";"Anselmo Cervantes";"Bianca";2000-01-22;"Banco_1";"X";"Y"
"7665";"Stephanie Beals";"Danielle";2000-01-01;"Banco_1";"X";"Y"
"7666";"Alicia Gonzalez";"Crystal";2000-01-09;"Banco_1";"X";"Y"
"7667";"Nancy Carmona";"Yareli";2000-01-30;"Banco_1";"X";"Y"
"7668";"Lucero Gras";"Chantel";2000-01-02;"Banco_1";"X";"Y"
"7669";"Luis Madrid";"Jessica";2000-01-16;"Banco_1";"X";"Y"
"7670";"Isela Meraz Molina";"Giselle";2000-01-20;"Banco_1";"X";"Y"
"7671";"Jose Ruybal Leyba";"Cassandra";2000-01-27;"Banco_1";"X";"Y"
"7672";"Blanca Killough";"Angelina";2000-01-17;"Banco_1";"X";"Y"
"7673";"Eli Martinez";"Esmeralda";2000-01-28;"Banco_1";"X";"Y"
"7674";"Tahnea Sandoval";"Yetsy";2000-01-22;"Banco_1";"X";"Y"
"7675";"Gilbert Chavira";"Ana";2000-01-01;"Banco_1";"X";"Y"
"7676";"Diana Garcia";"Samantha";2000-01-09;"Banco_1";"X";"Y"
"7677";"Jamal Flores";"Sylvia";2000-01-30;"Banco_1";"X";"Y"
"7678";"Jason Tarin";"Gemma";2000-01-02;"Banco_1";"X";"Y"
"7679";"Raul Diaz Luna";"Alexandra";2000-01-16;"Banco_1";"X";"Y"
"7680";"Ashly Mariscal";"Cindy";2000-01-20;"Banco_1";"X";"Y"
"7681";"Samuel Chavez";"Elena";2000-01-27;"Banco_1";"X";"Y"
"7682";"Ashley Cruz Romero";"Lorena";2000-01-17;"Banco_1";"X";"Y"
"7683";"Hugo Chavez";"Edith";2000-01-28;"Banco_1";"X";"Y"
"7684";"Rubyanna Rivera";"Alyssa";2000-01-22;"Banco_1";"X";"Y"
"7685";"Salina Sanchez";"Destinie";2000-01-01;"Banco_1";"X";"Y"
"7686";"Haylee Cruz";"Jessica";2000-01-09;"Banco_1";"X";"Y"
"7687";"Everardo Inzurriaga";"Deja";2000-01-30;"Banco_1";"X";"Y"
"7688";"Elias Meraz";"Priscilla";2000-01-02;"Banco_1";"X";"Y"
"7689";"Alissa Archuleta";"Berenice";2000-01-16;"Banco_1";"X";"Y"
"7690";"Sabrina Cervantes Cardenas";"Elizabeth";2000-01-20;"Banco_1";"X";"Y"
"7691";"Marco Lobato";"Maria";2000-01-27;"Banco_1";"X";"Y"
"7692";"Ernesto Marquez";"Felicia";2000-01-17;"Banco_1";"X";"Y"
"7693";"Adriana Fernandez";"Maria";2000-01-28;"Banco_1";"X";"Y"
"7694";"Angel Gerardo";"Aireka";2000-01-22;"Banco_1";"X";"Y"
"7695";"Eliseo Charmichael";"Savannah";2000-01-01;"Banco_1";"X";"Y"
"7696";"Gabriel Munoz Quinones";"Valeria";2000-01-09;"Banco_1";"X";"Y"
"7697";"Laura Calderon";"Danielle";2000-01-30;"Banco_1";"X";"Y"
"7698";"Amanda Herrera";"Brandie";2000-01-02;"Banco_1";"X";"Y"
"7699";"Christopher Solano";"Mellaconey";2000-01-16;"Banco_1";"X";"Y"
"7700";"Krystal Von Berckefeldt";"Miranda";2000-01-20;"Banco_1";"X";"Y"
"7701";"Amber Martinez";"Mariah";2000-01-27;"Banco_1";"X";"Y"
"7702";"Hannah Valadez";"Tyler";2000-01-17;"Banco_1";"X";"Y"
"7703";"Haley Gurule";"Angelica";2000-01-28;"Banco_1";"X";"Y"
"7704";"Justin Marquez";"Silvia";2000-01-22;"Banco_1";"X";"Y"
"7705";"Daniela Guerrero Gallegos";"Abriana";2000-01-01;"Banco_1";"X";"Y"
"7706";"Ricardo Baca";"Monica";2000-01-09;"Banco_1";"X";"Y"
"7707";"Jared Perez";"Baylie";2000-01-30;"Banco_1";"X";"Y"
"7708";"Antonio Lovato";"Brizeida";2000-01-02;"Banco_1";"X";"Y"
"7709";"Selina Garcia";"Jessica";2000-01-16;"Banco_1";"X";"Y"
"7710";"Carolina Roybal";"Sabrina";2000-01-20;"Banco_1";"X";"Y"
"7711";"Tomas Hedtke";"Amy";2000-01-27;"Banco_1";"X";"Y"
"7712";"Shyanne Sixtos Delgado";"Cecilia";2000-01-17;"Banco_1";"X";"Y"
"7713";"Isabel Yslas";"Damaris";2000-01-28;"Banco_1";"X";"Y"
"7714";"Frankie Motta";"Ana";2000-01-22;"Banco_1";"X";"Y"
"7715";"Audriana Dirks";"Dasy";2000-01-01;"Banco_1";"X";"Y"
"7716";"Ruben Guzman";"Vanessa";2000-01-09;"Banco_1";"X";"Y"
"7717";"Lashae Gutierrez";"Ana";2000-01-30;"Banco_1";"X";"Y"
"7718";"Anthony Bustos";"Kathy";2000-01-02;"Banco_1";"X";"Y"
"7719";"Helen Limon";"Yunira";2000-01-16;"Banco_1";"X";"Y"
"7720";"Chantal Aponte";"Yolanda";2000-01-20;"Banco_1";"X";"Y"
"7721";"Diana Tenorio";"Angelique";2000-01-27;"Banco_1";"X";"Y"
"7722";"Dominic Cerrillo";"Danalle";2000-01-17;"Banco_1";"X";"Y"
"7723";"Brandon Martinez";"Jessica";2000-01-28;"Banco_1";"X";"Y"
"7724";"Jessica Santos";"Mayra";2000-01-22;"Banco_1";"X";"Y"
"7725";"Andrea Arciniega Rivera Jr";"Megan";2000-01-01;"Banco_1";"X";"Y"
"7726";"Jonatan Pacheco";"Stephanie";2000-01-09;"Banco_1";"X";"Y"
"7727";"Cristobal Mccoy";"Rocio";2000-01-30;"Banco_1";"X";"Y"
"7728";"Alfredo Vasquez Trujillo";"Sarah";2000-01-02;"Banco_1";"X";"Y"
"7729";"Gloria Alvarado";"Erika";2000-01-16;"Banco_1";"X";"Y"
"7730";"Trysten Chairez Moreno";"Josephina";2000-01-20;"Banco_1";"X";"Y"
"7731";"Anthony Castro";"Ciera";2000-01-27;"Banco_1";"X";"Y"
"7732";"Kiya Erazo";"Hayde";2000-01-17;"Banco_1";"X";"Y"
"7733";"Luke Anthony Barela";"Kelsey";2000-01-28;"Banco_1";"X";"Y"
"7734";"Marisa Montejano";"Rossana";2000-01-22;"Banco_1";"X";"Y"
"7735";"Stephanie Donis";"Shelby";2000-01-01;"Banco_1";"X";"Y"
"7736";"Damacio Ramirez";"Jacqueline";2000-01-09;"Banco_1";"X";"Y"
"7737";"Jenna Palacios Lopez";"Kristie";2000-01-30;"Banco_1";"X";"Y"
"7738";"Bibiana Baca";"Mireya";2000-01-02;"Banco_1";"X";"Y"
"7739";"Juan De Dios Maestas";"Kendra Jasmine";2000-01-16;"Banco_1";"X";"Y"
"7740";"Ailen Cortez";"Gisselle";2000-01-20;"Banco_1";"X";"Y"
"7741";"Anastasia Lopez";"Destinee";2000-01-27;"Banco_1";"X";"Y"
"7742";"Adrian Staley";"Melissa";2000-01-17;"Banco_1";"X";"Y"
"7743";"Lawerance Castaneda Reyes";"Julia";2000-01-28;"Banco_1";"X";"Y"
"7744";"Jenny Walker";"Bianca";2000-01-22;"Banco_1";"X";"Y"
"7745";"Brandon Sardina Terrazas";"Maritza";2000-01-01;"Banco_1";"X";"Y"
"7746";"Isaac Pastrana";"Odilia";2000-01-09;"Banco_1";"X";"Y"
"7747";"Justine Marin";"Teresa";2000-01-30;"Banco_1";"X";"Y"
"7748";"Alfonso Vazquez";"Marisela";2000-01-02;"Banco_1";"X";"Y"
"7749";"Ryan Salazar";"Talia";2000-01-16;"Banco_1";"X";"Y"
"7750";"Terrance Tafoya";"Shantalle";2000-01-20;"Banco_1";"X";"Y"
"7751";"Levi Maes";"Michelle";2000-01-27;"Banco_1";"X";"Y"
"7752";"Julio Avitia";"Pamela";2000-01-17;"Banco_1";"X";"Y"
"7753";"Charissa Olguin";"Maria";2000-01-28;"Banco_1";"X";"Y"
"7754";"Llajaira Evenson";"Gabriela";2000-01-22;"Banco_1";"X";"Y"
"7755";"Tania Gonzales";"Brianna";2000-01-01;"Banco_1";"X";"Y"
"7756";"Luis Meguiar";"Manuela";2000-01-09;"Banco_1";"X";"Y"
"7757";"Monica Tissera Martino";"Saira";2000-01-30;"Banco_1";"X";"Y"
"7758";"Karla Gonzales";"Jasmine";2000-01-02;"Banco_1";"X";"Y"
"7759";"Alexis Banuelos";"Cheyenne";2000-01-16;"Banco_1";"X";"Y"
"7760";"Jose Soto";"Darrian";2000-01-20;"Banco_1";"X";"Y"
"7761";"Daniel Williams";"Victoria";2000-01-27;"Banco_1";"X";"Y"
"7762";"Jereidi Haros";"Hannah";2000-01-17;"Banco_1";"X";"Y"
"7763";"Alexis Chavarria";"Janet";2000-01-28;"Banco_1";"X";"Y"
"7764";"Brianna Lopez";"Caprice";2000-01-22;"Banco_1";"X";"Y"
"7765";"Hector Pinedo";"Marlene";2000-01-01;"Banco_1";"X";"Y"
"7766";"Casandra Juarez";"Zoe";2000-01-09;"Banco_1";"X";"Y"
"7767";"Aaron Avila Sanchez";"Destiny";2000-01-30;"Banco_1";"X";"Y"
"7768";"Nathan Villalobos";"Lucero";2000-01-02;"Banco_1";"X";"Y"
"7769";"Melissa Parker";"Erika";2000-01-16;"Banco_1";"X";"Y"
"7770";"Juan Mercado";"Shayla";2000-01-20;"Banco_1";"X";"Y"
"7771";"Daisy Taylor";"Mikayla";2000-01-27;"Banco_1";"X";"Y"
"7772";"Deisy Galvez";"Edith";2000-01-17;"Banco_1";"X";"Y"
"7773";"Edgar Fong";"Emily";2000-01-28;"Banco_1";"X";"Y"
"7774";"Carlos Sanchez";"Nicole";2000-01-22;"Banco_1";"X";"Y"
"7775";"Trenette Quezada";"Danielle";2000-01-01;"Banco_1";"X";"Y"
"7776";"Angel Orona";"Giana";2000-01-09;"Banco_1";"X";"Y"
"7777";"Destiny Diaz";"Daneeca";2000-01-30;"Banco_1";"X";"Y"
"7778";"Jasmine Ayon";"Lissandra";2000-01-02;"Banco_1";"X";"Y"
"7779";"Alejandro Ojeda";"Erica";2000-01-16;"Banco_1";"X";"Y"
"7780";"Estefania Franco";"Pearl";2000-01-20;"Banco_1";"X";"Y"
"7781";"Roxanne Saiz";"Angie";2000-01-27;"Banco_1";"X";"Y"
"7782";"Nancy Suarez";"Amelia";2000-01-17;"Banco_1";"X";"Y"
"7783";"Anjwalae Perez Gonzalez";"Erica";2000-01-28;"Banco_1";"X";"Y"
"7784";"Anthony Aguilera Lopez";"April";2000-01-22;"Banco_1";"X";"Y"
"7785";"Mariah Morales";"Maricela";2000-01-01;"Banco_1";"X";"Y"
"7786";"Zaira Bagby Trujillo";"Margarita";2000-01-09;"Banco_1";"X";"Y"
"7787";"Selena Lara";"Destiny";2000-01-30;"Banco_1";"X";"Y"
"7788";"April Aguilar";"Karla";2000-01-02;"Banco_1";"X";"Y"
"7789";"Jonathan Torres";"Alexandra";2000-01-16;"Banco_1";"X";"Y"
"7790";"Samantha Fisher";"Sintia";2000-01-20;"Banco_1";"X";"Y"
"7791";"Andrew Ojeda";"Guadalupe";2000-01-27;"Banco_1";"X";"Y"
"7792";"Karina Marroquin Duran";"Selena Renee";2000-01-17;"Banco_1";"X";"Y"
"7793";"Johnathan Salazar";"Nichole";2000-01-28;"Banco_1";"X";"Y"
"7794";"Jorge Reyes Rodrigues";"Angelica";2000-01-22;"Banco_1";"X";"Y"
"7795";"Lynnezee Madrill";"Sarah";2000-01-01;"Banco_1";"X";"Y"
"7796";"Jessica Deherrera";"Samantha";2000-01-09;"Banco_1";"X";"Y"
"7797";"Alanna Flores";"Blanca";2000-01-30;"Banco_1";"X";"Y"
"7798";"Jennifer Barron Sanchez";"Reyna";2000-01-02;"Banco_1";"X";"Y"
"7799";"Arturo Martinez";"Selena";2000-01-16;"Banco_1";"X";"Y"
"7800";"Elle Martinez";"Maria";2000-01-20;"Banco_1";"X";"Y"
"7801";"Jocelyn Abeyta";"Alma";2000-01-27;"Banco_1";"X";"Y"
"7802";"Oscar Marquez";"Laura";2000-01-17;"Banco_1";"X";"Y"
"7803";"Karen Ortega";"Zyriah";2000-01-28;"Banco_1";"X";"Y"
"7804";"Erik Ericiga";"Merrina";2000-01-22;"Banco_1";"X";"Y"
"7805";"Elisah Storie";"Beatris";2000-01-01;"Banco_1";"X";"Y"
"7806";"Stephanie Escobar";"Kayla";2000-01-09;"Banco_1";"X";"Y"
"7807";"Roberto Tuttle";"Nakita";2000-01-30;"Banco_1";"X";"Y"
"7808";"Jaime Bujanda Villa";"Nina";2000-01-02;"Banco_1";"X";"Y"
"7809";"Daeana Lamorie";"Anastasia";2000-01-16;"Banco_1";"X";"Y"
"7810";"David Garcia";"Megan";2000-01-20;"Banco_1";"X";"Y"
"7811";"Marilyn Chavarria Marquez";"Emily";2000-01-27;"Banco_1";"X";"Y"
"7812";"Stephen Vasquez";"Rosalinda";2000-01-17;"Banco_1";"X";"Y"
"7813";"Miguel Espinoza";"Jeannette";2000-01-28;"Banco_1";"X";"Y"
"7814";"Dominic Gonzalez";"Breanna";2000-01-22;"Banco_1";"X";"Y"
"7815";"Dessari Martinez Jaime";"Lesly";2000-01-01;"Banco_1";"X";"Y"
"7816";"Miguel Jackson";"Jenna";2000-01-09;"Banco_1";"X";"Y"
"7817";"Joceline Arreola";"Brigite";2000-01-30;"Banco_1";"X";"Y"
"7818";"Derek Gutierrez Lopez";"Shalisa";2000-01-02;"Banco_1";"X";"Y"
"7819";"Ivette Mendoza";"Mayra";2000-01-16;"Banco_1";"X";"Y"
"7820";"Alberto Bender";"Cintia";2000-01-20;"Banco_1";"X";"Y"
"7821";"Carlos Martinez";"Mercedez";2000-01-27;"Banco_1";"X";"Y"
"7822";"Damaris Dominguez Enriquez";"Joni";2000-01-17;"Banco_1";"X";"Y"
"7823";"Brandon Rodriguez Aguirre";"Kayla";2000-01-28;"Banco_1";"X";"Y"
"7824";"Nicole Ruiz";"Brianne";2000-01-22;"Banco_1";"X";"Y"
"7825";"Miguel Cerna Lujan";"Kelsey";2000-01-01;"Banco_1";"X";"Y"
"7826";"Vanessa Fernandez";"Jasmin";2000-01-09;"Banco_1";"X";"Y"
